loyalty_number,loyalty_card,province,segment_name,risk_level,churn_probability,clv,revenue_at_risk,potential_save,recommended_action,specific_offer,channel,timing,incentive_cost_cad,avg_flights_per_month,recency_months,engagement_health_score,tenure_months
598398,Aurora,British Columbia,Premium Dormant,High,0.78755,5281.83,3410.96,920.96,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,1.0,0.0,29.0,13
632352,Star,British Columbia,Seasonal Travelers,Medium,0.41642115,9988.79,3410.83,920.92,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.8333333333333334,0.0,5.6,5
727053,Aurora,Quebec,Premium Dormant,High,0.7887082,5272.7,3410.07,920.72,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.75,0.0,31.7,6
521699,Star,Ontario,Miles Hoarders,Medium,0.67243683,6183.11,3409.36,920.53,Redemption Reminder,50% bonus on any redemption within 60 days,Email,Within 10 days,30,1.8333333333333333,0.0,10.5,12
939289,Star,Quebec,Seasonal Travelers,High,0.9809449,4236.47,3407.71,920.08,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.25,0.0,5.2,17
224132,Nova,British Columbia,Premium Dormant,High,0.99591994,4171.19,3406.42,919.73,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,25
203809,Star,Alberta,Seasonal Travelers,High,0.9972167,4165.35,3406.08,919.64,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,65
284892,Nova,British Columbia,Premium Dormant,Medium,0.47139236,8810.9,3405.78,919.56,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
553936,Star,Ontario,Seasonal Travelers,High,0.995391,4170.69,3404.2,919.13,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,36
663757,Aurora,Prince Edward Island,Active Champions,Medium,0.52534556,7901.74,3403.94,919.06,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.25,0.0,32.2,22
633490,Nova,Ontario,Premium Dormant,High,0.99520063,4170.69,3403.55,918.96,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,29
144702,Star,Ontario,Seasonal Travelers,High,0.9969181,4163.04,3403.17,918.86,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,53
526344,Aurora,British Columbia,Premium Dormant,Medium,0.5853623,7089.68,3403.03,918.82,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
440699,Nova,British Columbia,Premium Dormant,Medium,0.47055835,8819.02,3402.89,918.78,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
384412,Nova,Quebec,Premium Dormant,Medium,0.55190367,7519.13,3402.87,918.77,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
484225,Star,British Columbia,Seasonal Travelers,Medium,0.49160326,8439.62,3402.13,918.58,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
343051,Nova,Quebec,Premium Dormant,Medium,0.47516766,8730.42,3401.7,918.46,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
150751,Star,Saskatchewan,Seasonal Travelers,Medium,0.58031595,7148.33,3401.6,918.43,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
570531,Nova,British Columbia,Premium Dormant,High,0.99707794,4160.16,3401.36,918.37,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,47
854884,Nova,Ontario,Premium Dormant,Medium,0.5287535,7835.68,3397.38,917.29,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
550575,Aurora,British Columbia,Premium Dormant,Medium,0.44214162,9369.64,3397.02,917.2,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
124207,Star,Ontario,Seasonal Travelers,Medium,0.5677494,7294.4,3395.94,916.9,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
603248,Star,British Columbia,Seasonal Travelers,High,0.9960427,4157.7,3395.82,916.87,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,22
384328,Nova,Alberta,Premium Dormant,Medium,0.67120755,6165.56,3393.46,916.23,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.75,0.0,16.7,9
425620,Nova,British Columbia,Premium Dormant,Medium,0.55664974,7431.66,3392.2,915.89,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
853565,Nova,Ontario,Active Champions,Medium,0.5131723,8061.2,3392.16,915.88,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.75,0.0,21.7,51
695755,Star,British Columbia,Seasonal Travelers,High,0.99775726,4144.87,3391.17,915.62,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,68
991189,Star,British Columbia,Seasonal Travelers,Medium,0.4764485,8676.7,3389.88,915.27,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
994877,Star,British Columbia,Seasonal Travelers,Medium,0.49379063,8370.4,3389.24,915.09,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.6666666666666666,0.0,5.0,15
454223,Nova,Ontario,Premium Dormant,High,0.99609107,4146.41,3386.77,914.43,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,34
591641,Nova,Manitoba,Premium Dormant,Medium,0.4824029,8556.58,3384.73,913.88,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.6666666666666666,0.0,15.0,5
324013,Nova,British Columbia,Premium Dormant,High,0.84947044,4858.43,3384.22,913.74,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.4166666666666667,0.0,15.9,5
995943,Star,British Columbia,Seasonal Travelers,High,0.99666697,4139.9,3383.4,913.52,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,65
715555,Nova,Ontario,Premium Dormant,High,0.7787224,5297.63,3382.81,913.36,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.25,0.0,14.7,3
779468,Aurora,Quebec,Premium Dormant,Medium,0.5426599,7601.95,3382.72,913.33,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
158995,Star,Ontario,Seasonal Travelers,Medium,0.5273853,7815.47,3379.85,912.56,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
874601,Aurora,New Brunswick,Premium Dormant,Medium,0.5659486,7281.25,3379.07,912.35,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
479815,Star,British Columbia,Seasonal Travelers,High,0.7636136,5389.5,3374.71,911.17,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,1.3333333333333333,0.0,8.3,12
887605,Star,Ontario,Seasonal Travelers,Medium,0.46609208,8828.83,3374.34,911.07,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
529579,Aurora,British Columbia,Premium Dormant,Medium,0.46873212,8776.36,3373.28,910.79,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
551313,Aurora,Ontario,Premium Dormant,Medium,0.52604675,7814.6,3370.89,910.14,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
556879,Aurora,Saskatchewan,Premium Dormant,Medium,0.5211959,7882.99,3369.04,909.64,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
388292,Nova,Ontario,Active Champions,Medium,0.5107653,8025.23,3361.19,907.52,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.0833333333333333,0.0,19.1,52
654389,Aurora,Ontario,Premium Dormant,Medium,0.5663368,7234.14,3359.51,907.07,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,20.0,0
260106,Star,Manitoba,Seasonal Travelers,High,0.9686155,4228.25,3358.35,906.75,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.5,0.0,3.3,54
226804,Aurora,Quebec,Premium Dormant,Medium,0.5017915,8160.59,3357.83,906.61,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
753977,Star,Ontario,Miles Hoarders,High,0.95833,4270.03,3355.52,905.99,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,1.25,0.0,10.4,13
827353,Nova,British Columbia,Premium Dormant,Medium,0.4578037,8937.12,3354.99,905.85,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
168160,Nova,Ontario,Premium Dormant,Medium,0.45198202,9050.76,3354.44,905.7,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
967233,Aurora,Alberta,Premium Dormant,Medium,0.50444305,8105.91,3352.96,905.3,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
441719,Star,Quebec,Seasonal Travelers,High,0.9973225,4099.66,3352.72,905.23,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,36
740326,Nova,British Columbia,Premium Dormant,Medium,0.48038468,8509.85,3352.16,905.08,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
827194,Aurora,Alberta,Premium Dormant,Medium,0.4951629,8255.76,3352.12,905.07,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,20.0,0
394213,Nova,Ontario,Active Champions,High,0.77427745,5278.53,3351.38,904.87,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,0.8333333333333334,0.0,21.0,9
738874,Aurora,Alberta,Premium Dormant,Medium,0.54975057,7433.82,3351.13,904.81,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
443557,Aurora,British Columbia,Premium Dormant,Medium,0.54732376,7462.93,3349.4,904.34,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
587769,Star,Ontario,Seasonal Travelers,Medium,0.43354562,9421.1,3349.27,904.3,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
942194,Star,British Columbia,Seasonal Travelers,Medium,0.475591,8586.53,3348.61,904.12,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
499913,Aurora,British Columbia,Premium Dormant,Medium,0.5380815,7588.36,3348.19,904.01,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
912220,Star,British Columbia,Seasonal Travelers,High,0.9958566,4097.37,3345.92,903.4,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,52
395512,Star,British Columbia,Seasonal Travelers,High,0.99667126,4091.93,3344.21,902.94,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,34
310681,Star,Ontario,Seasonal Travelers,Medium,0.5222561,7807.22,3343.44,902.73,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
520321,Star,Ontario,Seasonal Travelers,High,0.99132043,4112.84,3343.26,902.68,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,27
505179,Nova,Quebec,Premium Dormant,Medium,0.50937,8002.31,3342.43,902.46,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.08333333333333333,0.0,11.7,2
742612,Aurora,Ontario,Premium Dormant,High,0.7674647,5303.76,3337.77,901.2,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,1.1666666666666667,0.0,28.3,16
299769,Star,British Columbia,Seasonal Travelers,Medium,0.4769161,8532.99,3337.01,900.99,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.25,0.0,3.3,5
780266,Nova,British Columbia,Premium Dormant,Medium,0.5531827,7356.38,3336.93,900.97,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
883468,Nova,Ontario,Active Champions,High,0.7058955,5759.91,3334.03,900.19,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,1.6666666666666667,0.0,20.3,50
319658,Nova,Saskatchewan,Premium Dormant,Medium,0.5440234,7472.67,3333.55,900.06,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.16666666666666666,0.0,11.7,4
680878,Aurora,Ontario,Premium Dormant,Medium,0.49159324,8262.63,3330.72,899.29,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
348471,Nova,Ontario,Active Champions,Medium,0.44096428,9191.67,3323.62,897.38,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.25,0.0,20.5,46
290638,Aurora,Ontario,Premium Dormant,Medium,0.46657315,8672.19,3317.89,895.83,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.75,0.0,25.4,7
258067,Aurora,Quebec,Premium Dormant,Medium,0.46857375,8630.7,3316.18,895.37,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.25,0.0,21.7,4
311692,Nova,British Columbia,Premium Dormant,Medium,0.44677898,9048.98,3315.17,895.1,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
511226,Aurora,British Columbia,Premium Dormant,Medium,0.46851125,8622.84,3312.72,894.43,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,20.0,0
959027,Star,Saskatchewan,Seasonal Travelers,Medium,0.56498104,7150.11,3312.53,894.38,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
487228,Aurora,Ontario,Premium Dormant,Medium,0.48826435,8273.11,3312.36,894.34,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
535525,Aurora,Quebec,Active Champions,High,0.7500916,5384.53,3311.89,894.21,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,1.0833333333333333,0.0,26.7,4
352377,Star,Alberta,Miles Hoarders,Medium,0.51745313,7805.31,3311.88,894.21,Redemption Reminder,50% bonus on any redemption within 60 days,Email,Within 10 days,30,1.25,0.0,10.0,47
536941,Nova,Quebec,Premium Dormant,Medium,0.40319735,10016.29,3311.6,894.13,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,2
457077,Star,British Columbia,Seasonal Travelers,Medium,0.45792094,8818.05,3311.14,894.01,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
919055,Aurora,Quebec,Premium Dormant,Medium,0.4659436,8663.92,3310.26,893.77,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
411734,Nova,British Columbia,Active Champions,High,0.8454462,4774.38,3309.91,893.68,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,1.4166666666666667,0.0,20.0,35
566550,Nova,British Columbia,Premium Dormant,Medium,0.5236688,7707.81,3309.8,893.65,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
572066,Star,Ontario,Seasonal Travelers,Medium,0.5701096,7079.79,3309.73,893.63,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
924031,Star,Saskatchewan,Seasonal Travelers,Medium,0.5557007,7261.62,3308.94,893.41,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
834012,Aurora,British Columbia,Premium Dormant,Medium,0.53438365,7550.87,3308.75,893.36,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
642043,Aurora,Ontario,Active Champions,Medium,0.5538576,7285.03,3308.59,893.32,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.4166666666666667,0.0,30.0,59
275954,Aurora,Ontario,Premium Dormant,Medium,0.46670106,8641.53,3307.07,892.91,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
473648,Nova,British Columbia,Premium Dormant,Medium,0.58657146,6871.97,3305.34,892.44,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
252082,Star,Newfoundland,Miles Hoarders,Medium,0.5572513,7229.33,3303.41,891.92,Redemption Reminder,50% bonus on any redemption within 60 days,Email,Within 10 days,30,1.75,0.0,11.9,43
622776,Star,Ontario,Seasonal Travelers,Medium,0.43504855,9259.73,3303.31,891.89,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.08333333333333333,0.0,1.7,3
108857,Nova,British Columbia,Premium Dormant,High,0.70414245,5719.09,3302.18,891.59,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.3333333333333333,0.0,15.2,4
723091,Star,Manitoba,Seasonal Travelers,Medium,0.6455683,6237.51,3301.93,891.52,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.8333333333333334,0.0,5.0,12
885210,Star,Ontario,Seasonal Travelers,High,0.9969981,4038.86,3301.92,891.52,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,50
386936,Star,Ontario,Seasonal Travelers,Medium,0.51229244,7857.36,3300.72,891.19,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
947778,Nova,Manitoba,Premium Dormant,High,0.99337983,4049.42,3298.54,890.61,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,14
585420,Nova,Ontario,Premium Dormant,Medium,0.40416571,9951.71,3298.15,890.5,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.5833333333333334,0.0,15.0,4
534764,Star,British Columbia,Seasonal Travelers,Medium,0.4767107,8420.43,3291.57,888.72,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
746171,Aurora,Ontario,Active Champions,High,0.7628205,5260.62,3290.59,888.46,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,1.0833333333333333,0.0,28.8,57
927165,Aurora,Ontario,Premium Dormant,Medium,0.6026885,6656.15,3289.5,888.17,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
633067,Nova,Ontario,Premium Dormant,High,0.98666036,4064.67,3288.57,887.91,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,40
861917,Star,Ontario,Seasonal Travelers,High,0.99279743,4039.32,3288.39,887.87,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,23
515298,Nova,Ontario,Premium Dormant,High,0.9979087,4014.92,3285.35,887.04,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,67
382739,Nova,Quebec,Premium Dormant,Medium,0.5495121,7286.16,3283.14,886.45,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
174896,Star,Alberta,Seasonal Travelers,High,0.9963426,4016.54,3281.52,886.01,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,32
248886,Nova,Newfoundland,Premium Dormant,High,0.9968188,4013.95,3280.97,885.86,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,23
844222,Nova,Ontario,Premium Dormant,High,0.7419999,5389.5,3279.19,885.38,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.75,0.0,17.7,10
775158,Star,Nova Scotia,Seasonal Travelers,Medium,0.55699575,7179.23,3279.02,885.34,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
159359,Star,Newfoundland,Seasonal Travelers,Medium,0.5977149,6689.02,3278.46,885.18,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
566033,Star,Ontario,Seasonal Travelers,High,0.99535877,4015.21,3277.19,884.84,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,30
975218,Star,Manitoba,Seasonal Travelers,Medium,0.525942,7596.14,3276.01,884.52,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
173884,Nova,Ontario,Premium Dormant,Medium,0.5436579,7344.84,3274.33,884.07,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
412743,Nova,Ontario,Premium Dormant,Medium,0.5242479,7610.54,3271.64,883.34,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
789057,Nova,Quebec,Premium Dormant,Medium,0.42482233,9384.65,3269.18,882.68,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
519766,Aurora,Quebec,Active Champions,Medium,0.6349476,6278.76,3269.08,882.65,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.5,0.0,28.7,52
574506,Aurora,Ontario,Premium Dormant,Medium,0.4428628,9000.44,3268.49,882.49,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
121236,Star,British Columbia,Seasonal Travelers,High,0.79954493,4984.62,3268.05,882.37,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.5833333333333334,0.0,8.6,9
466813,Nova,Ontario,Premium Dormant,Medium,0.6940326,5741.73,3267.66,882.27,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.4166666666666667,0.0,13.3,5
814698,Nova,Ontario,Premium Dormant,Medium,0.5294585,7524.88,3266.97,882.08,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
156730,Nova,Nova Scotia,Premium Dormant,Medium,0.49786475,7998.35,3265.32,881.64,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
322102,Star,British Columbia,Seasonal Travelers,High,0.9973187,3992.58,3265.14,881.59,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,52
283314,Star,Ontario,Seasonal Travelers,High,0.9974089,3991.73,3264.74,881.48,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,56
502141,Aurora,British Columbia,Premium Dormant,Medium,0.4097856,9713.16,3263.86,881.24,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.25,0.0,23.3,3
672819,Nova,Ontario,Premium Dormant,Medium,0.4506195,8828.93,3262.36,880.84,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
847502,Star,Prince Edward Island,Seasonal Travelers,High,0.78142226,5091.1,3262.21,880.8,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,1.0833333333333333,0.0,7.0,7
371511,Aurora,Ontario,Premium Dormant,Medium,0.49530953,8028.48,3260.8,880.42,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,20.0,0
584782,Nova,Ontario,Premium Dormant,High,0.934501,4254.62,3260.28,880.28,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,13
794348,Star,British Columbia,Seasonal Travelers,High,0.8357466,4755.48,3258.99,879.93,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,1.1666666666666667,0.0,8.3,11
676371,Nova,Quebec,Premium Dormant,Medium,0.5841412,6802.07,3258.16,879.7,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
216445,Aurora,Ontario,Premium Dormant,Medium,0.6698056,5926.73,3255.2,878.9,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
907015,Nova,Newfoundland,Premium Dormant,Medium,0.55463743,7154.09,3253.7,878.5,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
377796,Star,Ontario,Seasonal Travelers,High,0.98829204,4013.85,3252.82,878.26,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,29
532759,Nova,British Columbia,Premium Dormant,Medium,0.46980223,8432.82,3248.64,877.13,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.4166666666666667,0.0,13.3,2
